timestamp,junction_id,queue_length,waiting_time,current_phase,phase_duration,vehicle_count
20.0,J2,10,29.04,0,20.0,12
21.0,J0,22,53.39,1,21.0,22
21.0,J1,22,49.86,1,21.0,26
21.0,J2,10,18.5,1,21.0,10
22.0,J0,19,54.43,2,22.0,21
22.0,J1,20,55.82,2,22.0,23
22.0,J2,13,22.51,2,22.0,17
23.0,J0,23,54.65,3,23.0,25
23.0,J1,18,52.38,3,23.0,21
23.0,J2,9,22.28,3,23.0,12
24.0,J0,20,59.84,0,24.0,22
24.0,J1,17,44.79,0,24.0,21
24.0,J2,8,21.42,0,24.0,12
25.0,J0,21,58.7,1,25.0,25
25.0,J1,17,42.75,1,25.0,20
25.0,J2,5,9.93,1,25.0,5
26.0,J0,20,52.39,2,26.0,20
26.0,J1,18,39.44,2,26.0,20
26.0,J2,4,16.93,2,26.0,5
27.0,J0,20,49.67,3,27.0,21
27.0,J1,17,45.02,3,27.0,19
27.0,J2,6,23.78,3,27.0,7
28.0,J0,22,57.13,0,28.0,22
28.0,J1,13,39.2,0,28.0,13
28.0,J2,3,16.14,0,28.0,6
29.0,J0,18,64.22,1,29.0,20
29.0,J1,19,27.39,1,29.0,23
29.0,J2,5,13.21,1,29.0,5
30.0,J0,19,52.1,2,0.0,19
30.0,J1,12,39.08,2,0.0,15
30.0,J2,3,12.5,2,0.0,7
31.0,J0,20,46.79,3,1.0,22
31.0,J1,16,37.8,3,1.0,20
31.0,J2,3,7.98,3,1.0,5
32.0,J0,19,52.05,0,2.0,23
32.0,J1,16,28.7,0,2.0,16
32.0,J2,3,7.88,0,2.0,4
33.0,J0,20,50.88,1,3.0,20
33.0,J1,9,35.11,1,3.0,13
33.0,J2,4,16.87,1,3.0,8
34.0,J0,17,48.69,2,4.0,19
34.0,J1,11,38.31,2,4.0,12
34.0,J2,4,10.84,2,4.0,7
35.0,J0,19,43.99,3,5.0,20
35.0,J1,14,34.0,3,5.0,15
35.0,J2,2,10.94,3,5.0,6
36.0,J0,21,56.99,0,6.0,22
36.0,J1,10,23.9,0,6.0,12
36.0,J2,3,11.73,0,6.0,5
37.0,J0,18,58.78,1,7.0,20
37.0,J1,10,29.97,1,7.0,10
37.0,J2,2,2.95,1,7.0,2
38.0,J0,16,54.96,2,8.0,17
38.0,J1,7,21.0,2,8.0,11
38.0,J2,3,4.74,2,8.0,6
39.0,J0,19,45.54,3,9.0,22
39.0,J1,9,17.74,3,9.0,11
39.0,J2,2,5.94,3,9.0,3
40.0,J0,18,37.06,0,10.0,22
40.0,J1,9,14.28,0,10.0,9
40.0,J2,0,0.0,0,10.0,0
41.0,J0,19,43.5,1,11.0,23
41.0,J1,6,22.69,1,11.0,9
41.0,J2,2,4.4,1,11.0,5
42.0,J0,20,47.37,2,12.0,24
42.0,J1,7,13.03,2,12.0,10
42.0,J2,4,8.96,2,12.0,4
43.0,J0,19,42.67,3,13.0,22
43.0,J1,8,18.21,3,13.0,8
43.0,J2,1,6.11,3,13.0,2
44.0,J0,12,39.6,0,14.0,16
44.0,J1,8,12.08,0,14.0,8
44.0,J2,0,10.62,0,14.0,3
45.0,J0,11,45.58,1,15.0,12
45.0,J1,3,3.89,1,15.0,7
45.0,J2,2,4.1,1,15.0,3
46.0,J0,16,40.06,2,16.0,16
46.0,J1,6,17.8,2,16.0,9
46.0,J2,2,7.93,2,16.0,2
47.0,J0,13,30.46,3,17.0,17
47.0,J1,4,15.99,3,17.0,6
47.0,J2,2,7.82,3,17.0,4
48.0,J0,13,35.62,0,18.0,13
48.0,J1,2,5.25,0,18.0,2
48.0,J2,5,16.03,0,18.0,5
49.0,J0,12,28.57,1,19.0,15
49.0,J1,1,6.72,1,19.0,4
49.0,J2,0,4.98,1,19.0,1
50.0,J0,10,23.31,2,20.0,13
50.0,J1,0,10.16,2,20.0,3
50.0,J2,0,11.75,2,20.0,4
51.0,J0,8,37.59,3,21.0,9
51.0,J1,0,8.56,3,21.0,0
51.0,J2,3,16.81,3,21.0,3
52.0,J0,13,23.48,0,22.0,13
52.0,J1,2,13.14,0,22.0,4
52.0,J2,4,7.66,0,22.0,8
53.0,J0,13,26.88,1,23.0,17
53.0,J1,1,13.17,1,23.0,5
53.0,J2,2,10.36,1,23.0,4
54.0,J0,7,20.43,2,24.0,7
54.0,J1,4,13.63,2,24.0,7
54.0,J2,0,10.8,2,24.0,2
55.0,J0,11,22.61,3,25.0,14
55.0,J1,4,6.38,3,25.0,4
55.0,J2,4,25.97,3,25.0,8
56.0,J0,11,25.19,0,26.0,13
56.0,J1,2,9.28,0,26.0,3
56.0,J2,7,5.68,0,26.0,9
57.0,J0,8,17.09,1,27.0,8
57.0,J1,5,5.46,1,27.0,8
57.0,J2,6,6.31,1,27.0,6
58.0,J0,7,21.94,2,28.0,10
58.0,J1,0,11.04,2,28.0,2
58.0,J2,3,21.62,2,28.0,3
59.0,J0,11,11.1,3,29.0,13
59.0,J1,2,0.32,3,29.0,5
59.0,J2,8,16.96,3,29.0,10
60.0,J0,7,15.38,0,0.0,11
60.0,J1,0,1.17,0,0.0,4
60.0,J2,8,17.39,0,0.0,12
61.0,J0,2,13.11,1,1.0,3
61.0,J1,1,1.26,1,1.0,3
61.0,J2,7,22.36,1,1.0,9
62.0,J0,6,9.78,2,2.0,6
62.0,J1,2,5.84,2,2.0,3
62.0,J2,9,30.76,2,2.0,10
63.0,J0,6,6.84,3,3.0,8
63.0,J1,0,6.46,3,3.0,1
63.0,J2,7,16.0,3,3.0,7
64.0,J0,2,13.62,0,4.0,2
64.0,J1,0,7.6,0,4.0,4
64.0,J2,13,30.24,0,4.0,15
65.0,J0,3,20.64,1,5.0,6
65.0,J1,7,12.23,1,5.0,7
65.0,J2,6,32.72,1,5.0,10
66.0,J0,6,2.34,2,6.0,7
66.0,J1,3,0.0,2,6.0,7
66.0,J2,10,22.66,2,6.0,13
67.0,J0,4,8.82,3,7.0,4
67.0,J1,7,8.24,3,7.0,7
67.0,J2,12,39.44,3,7.0,13
68.0,J0,4,3.57,0,8.0,5
68.0,J1,2,0.45,0,8.0,2
68.0,J2,13,40.64,0,8.0,13
69.0,J0,0,10.74,1,9.0,4
69.0,J1,5,10.46,1,9.0,9
69.0,J2,12,33.89,1,9.0,13
70.0,J0,6,0.0,2,10.0,7
70.0,J1,3,15.22,2,10.0,7
70.0,J2,18,32.18,2,10.0,20
71.0,J0,3,4.77,3,11.0,6
71.0,J1,5,12.96,3,11.0,8
71.0,J2,16,35.78,3,11.0,19
72.0,J0,1,6.01,0,12.0,1
72.0,J1,6,16.85,0,12.0,8
72.0,J2,16,36.12,0,12.0,18
73.0,J0,3,6.41,1,13.0,3
73.0,J1,5,19.62,1,13.0,7
73.0,J2,17,50.73,1,13.0,17
74.0,J0,2,3.95,2,14.0,3
74.0,J1,8,16.64,2,14.0,10
74.0,J2,11,48.28,2,14.0,13
75.0,J0,0,10.72,3,15.0,3
75.0,J1,8,23.74,3,15.0,11
75.0,J2,17,50.42,3,15.0,21
76.0,J0,1,0.8,0,16.0,5
76.0,J1,6,20.82,0,16.0,9
76.0,J2,20,45.84,0,16.0,22
77.0,J0,1,6.5,1,17.0,5
77.0,J1,7,15.42,1,17.0,11
77.0,J2,16,60.0,1,17.0,19
78.0,J0,4,10.31,2,18.0,6
78.0,J1,9,31.16,2,18.0,11
78.0,J2,20,48.13,2,18.0,21
79.0,J0,0,2.38,3,19.0,1
79.0,J1,9,36.49,3,19.0,9
79.0,J2,20,42.81,3,19.0,22
80.0,J0,2,9.85,0,20.0,5
80.0,J1,12,28.16,0,20.0,13
80.0,J2,18,46.1,0,20.0,21
81.0,J0,2,12.23,1,21.0,6
81.0,J1,13,22.9,1,21.0,14
81.0,J2,17,41.32,1,21.0,17
82.0,J0,0,0.0,2,22.0,2
82.0,J1,8,26.6,2,22.0,11
82.0,J2,19,52.09,2,22.0,19
83.0,J0,0,7.82,3,23.0,0
83.0,J1,13,20.25,3,23.0,14
83.0,J2,20,45.85,3,23.0,23
84.0,J0,0,9.64,0,24.0,0
84.0,J1,10,22.99,0,24.0,12
84.0,J2,21,51.43,0,24.0,25
85.0,J0,1,17.1,1,25.0,3
85.0,J1,15,19.32,1,25.0,18
85.0,J2,20,35.0,1,25.0,22
86.0,J0,3,8.88,2,26.0,7
86.0,J1,13,33.25,2,26.0,14
86.0,J2,23,46.8,2,26.0,26
87.0,J0,7,0.9,3,27.0,9
87.0,J1,15,30.06,3,27.0,19
87.0,J2,18,58.98,3,27.0,22
88.0,J0,6,7.62,0,28.0,7
88.0,J1,17,39.33,0,28.0,20
88.0,J2,18,49.84,0,28.0,19
89.0,J0,6,7.81,1,29.0,9
89.0,J1,16,40.02,1,29.0,20
89.0,J2,19,50.57,1,29.0,20
90.0,J0,5,14.82,2,0.0,8
90.0,J1,13,48.94,2,0.0,13
90.0,J2,18,52.14,2,0.0,21
91.0,J0,6,11.72,3,1.0,8
91.0,J1,16,42.33,3,1.0,16
91.0,J2,26,41.06,3,1.0,26
92.0,J0,11,21.32,0,2.0,11
92.0,J1,17,42.03,0,2.0,20
92.0,J2,24,60.75,0,2.0,25
93.0,J0,10,19.99,1,3.0,10
93.0,J1,18,35.75,1,3.0,18
93.0,J2,25,54.81,1,3.0,29
94.0,J0,11,28.65,2,4.0,11
94.0,J1,23,44.45,2,4.0,23
94.0,J2,18,48.33,2,4.0,19
95.0,J0,5,17.33,3,5.0,7
95.0,J1,18,52.77,3,5.0,21
95.0,J2,19,59.72,3,5.0,21
96.0,J0,9,26.56,0,6.0,13
96.0,J1,15,47.24,0,6.0,18
96.0,J2,22,52.68,0,6.0,22
97.0,J0,15,24.84,1,7.0,16
97.0,J1,18,60.42,1,7.0,18
97.0,J2,21,51.94,1,7.0,21
98.0,J0,12,34.87,2,8.0,12
98.0,J1,21,47.1,2,8.0,25
98.0,J2,23,50.07,2,8.0,23
99.0,J0,8,27.3,3,9.0,10
99.0,J1,21,53.92,3,9.0,25
99.0,J2,22,54.69,3,9.0,22
100.0,J0,12,33.67,0,10.0,14
100.0,J1,22,52.32,0,10.0,26
100.0,J2,19,54.73,0,10.0,20
101.0,J0,15,29.77,1,11.0,18
101.0,J1,20,56.83,1,11.0,21
101.0,J2,23,57.31,1,11.0,25
102.0,J0,11,46.84,2,12.0,13
102.0,J1,19,59.44,2,12.0,22
102.0,J2,22,51.5,2,12.0,25
103.0,J0,12,39.9,3,13.0,13
103.0,J1,16,57.26,3,13.0,19
103.0,J2,19,54.25,3,13.0,21
104.0,J0,14,33.44,0,14.0,17
104.0,J1,18,45.29,0,14.0,22
104.0,J2,15,46.36,0,14.0,16
105.0,J0,13,33.89,1,15.0,13
105.0,J1,22,53.21,1,15.0,22
105.0,J2,18,42.31,1,15.0,21
106.0,J0,17,38.13,2,16.0,19
106.0,J1,21,55.0,2,16.0,24
106.0,J2,17,48.52,2,16.0,19
107.0,J0,13,41.01,3,17.0,14
107.0,J1,21,54.39,3,17.0,22
107.0,J2,16,50.21,3,17.0,20
108.0,J0,14,44.9,0,18.0,14
108.0,J1,21,49.13,0,18.0,22
108.0,J2,17,42.94,0,18.0,19
109.0,J0,16,46.56,1,19.0,20
109.0,J1,26,59.67,1,19.0,30
109.0,J2,15,39.64,1,19.0,15
110.0,J0,17,43.76,2,20.0,17
110.0,J1,20,55.39,2,20.0,23
110.0,J2,13,36.51,2,20.0,17
111.0,J0,18,42.78,3,21.0,22
111.0,J1,23,49.35,3,21.0,27
111.0,J2,15,43.87,3,21.0,17
112.0,J0,17,52.33,0,22.0,18
112.0,J1,23,55.0,0,22.0,23
112.0,J2,15,38.75,0,22.0,18
113.0,J0,20,50.76,1,23.0,20
113.0,J1,19,56.9,1,23.0,23
113.0,J2,13,31.54,1,23.0,14
114.0,J0,20,51.26,2,24.0,24
114.0,J1,19,50.36,2,24.0,23
114.0,J2,14,34.4,2,24.0,14
115.0,J0,19,45.82,3,25.0,23
115.0,J1,20,53.93,3,25.0,21
115.0,J2,15,31.43,3,25.0,18
116.0,J0,21,52.04,0,26.0,25
116.0,J1,19,54.61,0,26.0,22
116.0,J2,12,29.02,0,26.0,12
117.0,J0,22,56.79,1,27.0,22
117.0,J1,19,60.94,1,27.0,21
117.0,J2,12,26.85,1,27.0,16
118.0,J0,24,52.29,2,28.0,25
118.0,J1,21,50.29,2,28.0,23
118.0,J2,8,27.02,2,28.0,12
119.0,J0,19,56.79,3,29.0,20
119.0,J1,18,53.25,3,29.0,20
119.0,J2,10,20.61,3,29.0,14
120.0,J0,17,50.94,0,0.0,18
120.0,J1,18,50.34,0,0.0,22
120.0,J2,10,23.36,0,0.0,13
121.0,J0,19,67.03,1,1.0,21
121.0,J1,19,49.78,1,1.0,21
121.0,J2,10,26.31,1,1.0,12
122.0,J0,20,59.24,2,2.0,23
122.0,J1,21,53.84,2,2.0,24
122.0,J2,5,20.2,2,2.0,5
123.0,J0,22,49.83,3,3.0,26
123.0,J1,19,41.85,3,3.0,21
123.0,J2,12,18.39,3,3.0,13
124.0,J0,26,52.47,0,4.0,28
124.0,J1,19,45.96,0,4.0,19
124.0,J2,7,16.03,0,4.0,7
125.0,J0,21,49.21,1,5.0,24
125.0,J1,18,51.41,1,5.0,19
125.0,J2,7,7.29,1,5.0,7
126.0,J0,21,60.33,2,6.0,22
126.0,J1,18,43.88,2,6.0,19
126.0,J2,9,20.79,2,6.0,9
127.0,J0,25,56.59,3,7.0,26
127.0,J1,18,42.48,3,7.0,20
127.0,J2,10,13.86,3,7.0,13
128.0,J0,24,56.88,0,8.0,26
128.0,J1,18,35.92,0,8.0,21
128.0,J2,4,11.25,0,8.0,8
129.0,J0,18,59.49,1,9.0,21
129.0,J1,15,38.6,1,9.0,19
129.0,J2,4,23.22,1,9.0,5
130.0,J0,22,43.79,2,10.0,24
130.0,J1,11,38.02,2,10.0,13
130.0,J2,3,4.36,2,10.0,3
131.0,J0,20,55.0,3,11.0,24
131.0,J1,15,38.02,3,11.0,18
131.0,J2,6,14.19,3,11.0,9
132.0,J0,27,54.36,0,12.0,29
132.0,J1,9,42.1,0,12.0,13
132.0,J2,6,1.75,0,12.0,7
133.0,J0,21,57.58,1,13.0,23
133.0,J1,13,31.42,1,13.0,16
133.0,J2,2,0.0,1,13.0,6
134.0,J0,19,53.09,2,14.0,22
134.0,J1,12,27.5,2,14.0,16
134.0,J2,1,7.15,2,14.0,5
135.0,J0,21,35.98,3,15.0,21
135.0,J1,9,28.76,3,15.0,9
135.0,J2,3,6.73,3,15.0,4
136.0,J0,23,56.95,0,16.0,26
136.0,J1,10,28.22,0,16.0,12
136.0,J2,2,11.55,0,16.0,3
137.0,J0,23,45.27,1,17.0,23
137.0,J1,6,22.15,1,17.0,8
137.0,J2,0,0.0,1,17.0,2
138.0,J0,20,53.23,2,18.0,24
138.0,J1,10,27.63,2,18.0,13
138.0,J2,2,11.11,2,18.0,4
139.0,J0,17,43.18,3,19.0,18
139.0,J1,7,19.03,3,19.0,8
139.0,J2,3,4.95,3,19.0,7
140.0,J0,18,40.22,0,20.0,21
140.0,J1,8,22.09,0,20.0,8
140.0,J2,0,7.65,0,20.0,2
141.0,J0,21,42.7,1,21.0,24
141.0,J1,5,20.94,1,21.0,9
141.0,J2,2,1.77,1,21.0,6
142.0,J0,16,41.91,2,22.0,17
142.0,J1,8,18.59,2,22.0,8
142.0,J2,4,10.94,2,22.0,6
143.0,J0,17,49.72,3,23.0,20
143.0,J1,6,10.17,3,23.0,6
143.0,J2,1,6.12,3,23.0,1
144.0,J0,16,35.28,0,24.0,19
144.0,J1,7,17.32,0,24.0,8
144.0,J2,1,9.03,0,24.0,5
145.0,J0,14,38.35,1,25.0,14
145.0,J1,7,5.96,1,25.0,8
145.0,J2,5,1.31,1,25.0,8
146.0,J0,18,41.78,2,26.0,18
146.0,J1,4,11.96,2,26.0,6
146.0,J2,5,10.97,2,26.0,6
147.0,J0,13,42.79,3,27.0,17
147.0,J1,4,16.71,3,27.0,7
147.0,J2,0,0.0,3,27.0,4
148.0,J0,12,24.96,0,28.0,14
148.0,J1,5,12.96,0,28.0,6
148.0,J2,3,16.06,0,28.0,7
149.0,J0,14,32.98,1,29.0,14
149.0,J1,1,16.83,1,29.0,4
149.0,J2,2,10.37,1,29.0,3
150.0,J0,12,24.45,2,0.0,16
150.0,J1,1,2.83,2,0.0,4
150.0,J2,0,10.33,2,0.0,3
151.0,J0,9,36.22,3,1.0,13
151.0,J1,1,6.48,3,1.0,3
151.0,J2,2,11.74,3,1.0,2
152.0,J0,7,29.07,0,2.0,10
152.0,J1,1,6.2,0,2.0,1
152.0,J2,4,0.0,0,2.0,6
153.0,J0,15,27.38,1,3.0,16
153.0,J1,3,0.0,1,3.0,4
153.0,J2,5,9.81,1,3.0,5
154.0,J0,11,20.28,2,4.0,12
154.0,J1,3,8.21,2,4.0,4
154.0,J2,6,15.54,2,4.0,7
155.0,J0,13,16.09,3,5.0,13
155.0,J1,3,7.62,3,5.0,7
155.0,J2,7,21.39,3,5.0,9
156.0,J0,7,13.95,0,6.0,11
156.0,J1,3,0.0,0,6.0,4
156.0,J2,2,4.91,0,6.0,2
157.0,J0,8,27.5,1,7.0,12
157.0,J1,0,1.53,1,7.0,0
157.0,J2,4,26.13,1,7.0,7
158.0,J0,7,10.18,2,8.0,8
158.0,J1,0,8.67,2,8.0,1
158.0,J2,9,11.0,2,8.0,12
159.0,J0,8,26.34,3,9.0,9
159.0,J1,0,1.88,3,9.0,3
159.0,J2,9,21.89,3,9.0,10
160.0,J0,5,10.79,0,10.0,8
160.0,J1,4,0.0,0,10.0,7
160.0,J2,3,17.34,0,10.0,6
161.0,J0,7,17.88,1,11.0,7
161.0,J1,2,11.49,1,11.0,3
161.0,J2,9,22.96,1,11.0,13
162.0,J0,6,15.8,2,12.0,7
162.0,J1,0,0.0,2,12.0,0
162.0,J2,5,25.31,2,12.0,8
163.0,J0,5,11.29,3,13.0,6
163.0,J1,4,6.22,3,13.0,6
163.0,J2,13,33.76,3,13.0,16
164.0,J0,4,10.24,0,14.0,6
164.0,J1,3,16.58,0,14.0,5
164.0,J2,8,30.79,0,14.0,8
165.0,J0,3,7.06,1,15.0,6
165.0,J1,4,7.76,1,15.0,5
165.0,J2,10,31.48,1,15.0,14
166.0,J0,4,8.31,2,16.0,4
166.0,J1,1,9.6,2,16.0,5
166.0,J2,11,31.6,2,16.0,14
167.0,J0,3,0.0,3,17.0,4
167.0,J1,4,6.32,3,17.0,8
167.0,J2,12,29.37,3,17.0,14
168.0,J0,5,0.0,0,18.0,6
168.0,J1,2,9.16,0,18.0,4
168.0,J2,14,38.96,0,18.0,14
169.0,J0,0,5.45,1,19.0,4
169.0,J1,3,6.87,1,19.0,5
169.0,J2,14,29.04,1,19.0,14
170.0,J0,2,6.24,2,20.0,2
170.0,J1,3,7.91,2,20.0,7
170.0,J2,15,46.64,2,20.0,16
171.0,J0,0,4.66,3,21.0,2
171.0,J1,7,10.93,3,21.0,11
171.0,J2,15,36.21,3,21.0,16
172.0,J0,1,0.21,0,22.0,5
172.0,J1,4,15.62,0,22.0,8
172.0,J2,13,38.07,0,22.0,16
173.0,J0,2,16.29,1,23.0,6
173.0,J1,3,14.68,1,23.0,6
173.0,J2,17,33.5,1,23.0,19
174.0,J0,0,0.0,2,24.0,1
174.0,J1,7,17.2,2,24.0,7
174.0,J2,17,37.46,2,24.0,17
175.0,J0,0,14.13,3,25.0,4
175.0,J1,7,16.67,3,25.0,10
175.0,J2,18,45.04,3,25.0,19
176.0,J0,0,0.0,0,26.0,0
176.0,J1,6,19.73,0,26.0,10
176.0,J2,18,40.45,0,26.0,18
177.0,J0,0,4.82,1,27.0,0
177.0,J1,9,26.45,1,27.0,11
177.0,J2,15,40.26,1,27.0,17
178.0,J0,0,11.42,2,28.0,1
178.0,J1,9,18.24,2,28.0,10
178.0,J2,19,52.89,2,28.0,20
179.0,J0,0,1.38,3,29.0,0
179.0,J1,10,34.1,3,29.0,11
179.0,J2,17,45.64,3,29.0,19
180.0,J0,2,7.57,0,0.0,6
180.0,J1,10,28.95,0,0.0,13
180.0,J2,19,44.04,0,0.0,19
181.0,J0,0,0.0,1,1.0,3
181.0,J1,8,24.5,1,1.0,11
181.0,J2,18,47.94,1,1.0,20
182.0,J0,3,11.46,2,2.0,5
182.0,J1,8,33.59,2,2.0,8
182.0,J2,20,42.23,2,2.0,24
183.0,J0,2,16.13,3,3.0,5
183.0,J1,11,27.65,3,3.0,13
183.0,J2,21,42.8,3,3.0,25
184.0,J0,3,8.46,0,4.0,6
184.0,J1,11,33.98,0,4.0,13
184.0,J2,20,47.45,0,4.0,22
185.0,J0,5,14.04,1,5.0,7
185.0,J1,14,23.81,1,5.0,18
185.0,J2,21,48.56,1,5.0,21
186.0,J0,3,13.13,2,6.0,4
186.0,J1,16,35.4,2,6.0,19
186.0,J2,20,49.18,2,6.0,21
187.0,J0,2,17.17,3,7.0,6
187.0,J1,15,42.94,3,7.0,17
187.0,J2,19,61.37,3,7.0,19
188.0,J0,4,12.96,0,8.0,5
188.0,J1,15,38.82,0,8.0,15
188.0,J2,21,56.44,0,8.0,23
189.0,J0,6,16.44,1,9.0,8
189.0,J1,18,36.72,1,9.0,20
189.0,J2,22,50.27,1,9.0,26
190.0,J0,5,9.4,2,10.0,5
190.0,J1,14,52.96,2,10.0,16
190.0,J2,22,51.42,2,10.0,25
191.0,J0,10,22.65,3,11.0,11
191.0,J1,19,49.39,3,11.0,22
191.0,J2,21,61.54,3,11.0,23
192.0,J0,6,15.69,0,12.0,7
192.0,J1,19,46.36,0,12.0,21
192.0,J2,19,54.03,0,12.0,19
193.0,J0,6,18.68,1,13.0,9
193.0,J1,19,48.68,1,13.0,23
193.0,J2,22,49.5,1,13.0,25
194.0,J0,7,22.11,2,14.0,10
194.0,J1,20,35.84,2,14.0,24
194.0,J2,20,49.13,2,14.0,21
195.0,J0,9,18.0,3,15.0,13
195.0,J1,19,47.71,3,15.0,21
195.0,J2,23,53.48,3,15.0,27
196.0,J0,6,9.75,0,16.0,10
196.0,J1,16,33.5,0,16.0,17
196.0,J2,22,52.19,0,16.0,23
197.0,J0,10,26.05,1,17.0,13
197.0,J1,18,51.27,1,17.0,21
197.0,J2,20,48.61,1,17.0,23
198.0,J0,11,27.47,2,18.0,14
198.0,J1,18,45.15,2,18.0,19
198.0,J2,23,49.03,2,18.0,24
199.0,J0,10,32.0,3,19.0,10
199.0,J1,19,50.75,3,19.0,22
199.0,J2,23,62.56,3,19.0,27
200.0,J0,7,34.42,0,20.0,8
200.0,J1,21,60.1,0,20.0,25
200.0,J2,20,48.63,0,20.0,20
201.0,J0,13,31.55,1,21.0,17
201.0,J1,18,55.23,1,21.0,18
201.0,J2,21,50.64,1,21.0,24
202.0,J0,11,31.56,2,22.0,12
202.0,J1,20,61.19,2,22.0,20
202.0,J2,20,55.66,2,22.0,20
203.0,J0,15,23.26,3,23.0,15
203.0,J1,19,54.04,3,23.0,20
203.0,J2,17,48.63,3,23.0,18
204.0,J0,12,39.47,0,24.0,13
204.0,J1,16,49.03,0,24.0,20
204.0,J2,17,52.88,0,24.0,20
205.0,J0,15,37.62,1,25.0,17
205.0,J1,20,57.47,1,25.0,24
205.0,J2,17,41.96,1,25.0,20
206.0,J0,12,39.68,2,26.0,16
206.0,J1,19,57.03,2,26.0,21
206.0,J2,18,48.72,2,26.0,21
207.0,J0,16,36.97,3,27.0,19
207.0,J1,21,70.88,3,27.0,24
207.0,J2,13,39.08,3,27.0,15
208.0,J0,17,34.85,0,28.0,20
208.0,J1,22,61.84,0,28.0,26
208.0,J2,19,36.05,0,28.0,20
209.0,J0,18,39.16,1,29.0,21
209.0,J1,22,49.38,1,29.0,26
209.0,J2,16,44.0,1,29.0,16
210.0,J0,17,45.14,2,0.0,21
210.0,J1,23,57.7,2,0.0,27
210.0,J2,20,34.83,2,0.0,22
211.0,J0,18,47.14,3,1.0,18
211.0,J1,22,54.42,3,1.0,26
211.0,J2,13,44.58,3,1.0,16
212.0,J0,18,52.04,0,2.0,20
212.0,J1,20,55.72,0,2.0,23
212.0,J2,16,38.85,0,2.0,20
213.0,J0,20,47.05,1,3.0,22
213.0,J1,22,57.59,1,3.0,22
213.0,J2,14,24.51,1,3.0,16
214.0,J0,19,54.47,2,4.0,23
214.0,J1,20,61.64,2,4.0,21
214.0,J2,12,24.02,2,4.0,13
215.0,J0,17,60.3,3,5.0,17
215.0,J1,20,58.96,3,5.0,22
215.0,J2,11,34.24,3,5.0,12
216.0,J0,22,45.5,0,6.0,25
216.0,J1,19,54.67,0,6.0,22
216.0,J2,13,28.67,0,6.0,15
217.0,J0,21,61.6,1,7.0,25
217.0,J1,21,52.28,1,7.0,24
217.0,J2,13,26.51,1,7.0,16
218.0,J0,18,56.79,2,8.0,18
218.0,J1,19,44.84,2,8.0,22
218.0,J2,9,26.39,2,8.0,11
219.0,J0,20,52.79,3,9.0,21
219.0,J1,20,54.02,3,9.0,23
219.0,J2,8,31.78,3,9.0,8
220.0,J0,22,51.84,0,10.0,26
220.0,J1,17,49.04,0,10.0,17
